ticket_id,origin_stop,destination_stop,origin_lat,origin_lon,dest_lat,dest_lon,timestamp
80,Stop E,Stop L,40.75423404507421,-73.94314403365246,40.78467145253728,-73.99955682863671,2023-01-04 07:00:00
81,Stop E,Stop J,40.766721324859844,-73.94536710793345,40.73648573130918,-73.99018278465435,2023-01-04 08:00:00
82,Stop D,Stop H,40.75223901209842,-73.97399536534296,40.743927497373285,-73.98662096649367,2023-01-04 09:00:00
83,Stop E,Stop J,40.706213080552324,-73.98540266095428,40.79598271493776,-73.96204483156565,2023-01-04 10:00:00
84,Stop E,Stop G,40.78112588995548,-73.96316276360278,40.74584911621832,-73.90728291519889,2023-01-04 11:00:00
85,Stop E,Stop K,40.72864535447811,-73.92158805184974,40.70816138880448,-73.96055653877357,2023-01-04 12:00:00
86,Stop A,Stop J,40.79016504359672,-73.94038669802623,40.76610279760579,-73.93662952032429,2023-01-04 13:00:00
87,Stop E,Stop J,40.764223370418044,-73.98181269602014,40.771677891002696,-73.9014317442268,2023-01-04 14:00:00
88,Stop D,Stop H,40.776386872394006,-73.97667822600276,40.746727940631466,-73.96825200654628,2023-01-04 15:00:00
89,Stop C,Stop I,40.73125109894975,-73.90958077726079,40.770301515265366,-73.93075995188367,2023-01-04 16:00:00
90,Stop F,Stop L,40.71560982755369,-73.96038121526048,40.739608520873915,-73.91294531523849,2023-01-04 17:00:00
91,Stop F,Stop K,40.765146706078255,-73.91462991049396,40.790064687123916,-73.97691030677227,2023-01-04 18:00:00
92,Stop F,Stop G,40.73370810621499,-73.90225289025405,40.77705965824125,-73.9892210593392,2023-01-04 19:00:00
93,Stop A,Stop L,40.74302354780252,-73.96421327007495,40.727930986863264,-73.9491480432118,2023-01-04 20:00:00
94,Stop B,Stop G,40.78493363350724,-73.9987082317236,40.74721517003896,-73.90593242086213,2023-01-04 21:00:00
95,Stop F,Stop H,40.70223315617975,-73.9272211249408,40.77221997326522,-73.912978833973,2023-01-04 22:00:00
96,Stop B,Stop G,40.779430567465994,-73.95145618646654,40.75341747500183,-73.97828641606164,2023-01-04 23:00:00
97,Stop D,Stop I,40.79242920869004,-73.91125781836989,40.75199397932264,-73.90549354999234,2023-01-05 00:00:00
98,Stop A,Stop J,40.75062502109881,-73.98307709096132,40.784253855375276,-73.95988503278215,2023-01-05 01:00:00
99,Stop F,Stop K,40.714417904634175,-73.97567524497875,40.76527031318753,-73.91449375261145,2023-01-05 02:00:00
100,Stop A,Stop L,40.739623448177156,-73.95283582642318,40.79404710681772,-73.98931992946885,2023-01-05 03:00:00
101,Stop B,Stop J,40.71489748696772,-73.98642242099817,40.727158615220546,-73.95874319590399,2023-01-05 04:00:00
102,Stop C,Stop H,40.7122744815053,-73.9639666001592,40.709973276302506,-73.94566832718522,2023-01-05 05:00:00
103,Stop E,Stop J,40.7963912991238,-73.99844362752691,40.71859830752276,-73.93998335268152,2023-01-05 06:00:00
104,Stop C,Stop I,40.730342126372626,-73.91982195692147,40.71898276936003,-73.91057580774697,2023-01-05 07:00:00
105,Stop A,Stop G,40.72666801819361,-73.98992959184179,40.755419875698635,-73.96793111849135,2023-01-05 08:00:00
106,Stop F,Stop L,40.77710918952495,-73.94041420563538,40.75119206087812,-73.98672788544638,2023-01-05 09:00:00
107,Stop D,Stop K,40.75283199925727,-73.97377686869763,40.75940197282394,-73.95272657250713,2023-01-05 10:00:00
108,Stop C,Stop I,40.787299057252596,-73.99699850287449,40.72010565286462,-73.99099325535767,2023-01-05 11:00:00
109,Stop C,Stop L,40.7999853828045,-73.98903048471146,40.72392833822202,-73.91565969017445,2023-01-05 12:00:00
110,Stop F,Stop H,40.70802848353478,-73.93007848321261,40.70569562717127,-73.94716530067299,2023-01-05 13:00:00
111,Stop A,Stop K,40.714307842169305,-73.91089376856453,40.70253215379158,-73.97710225052366,2023-01-05 14:00:00
112,Stop F,Stop J,40.79431030530445,-73.99453222507431,40.73554509622689,-73.98693274247738,2023-01-05 15:00:00
113,Stop B,Stop H,40.72113015584786,-73.97185633557865,40.77463145473204,-73.94089183349664,2023-01-05 16:00:00
114,Stop A,Stop J,40.70449297810657,-73.9601568293926,40.77001114244658,-73.92483249473456,2023-01-05 17:00:00
115,Stop C,Stop I,40.78603620627265,-73.9021317378475,40.76653107692053,-73.96129328527046,2023-01-05 18:00:00
116,Stop C,Stop L,40.70735739417281,-73.95573320524318,40.70214704065189,-73.92193859730017,2023-01-05 19:00:00
117,Stop D,Stop I,40.79618412573267,-73.91751391234715,40.79485202143018,-73.93257128786519,2023-01-05 20:00:00
118,Stop C,Stop H,40.77602791097055,-73.97188801239331,40.734039746630245,-73.99502543573075,2023-01-05 21:00:00
119,Stop D,Stop G,40.740442232041076,-73.95318302924726,40.7434107472728,-73.92803463582179,2023-01-05 22:00:00
120,Stop C,Stop H,40.706511848072694,-73.91741383596845,40.780125326629715,-73.94252480008622,2023-01-05 23:00:00
121,Stop B,Stop G,40.77116144965902,-73.92313079103062,40.70915295956399,-73.90817140349773,2023-01-06 00:00:00
122,Stop C,Stop H,40.756983421293356,-73.97614339742773,40.717685258646725,-73.99064435956022,2023-01-06 01:00:00
123,Stop D,Stop H,40.71513856508336,-73.97472825122244,40.73256119528104,-73.9824831240958,2023-01-06 02:00:00
124,Stop D,Stop K,40.76273410723267,-73.94515270148676,40.78433858654271,-73.93356884408459,2023-01-06 03:00:00
125,Stop D,Stop G,40.76573010109077,-73.90619849952024,40.768578227286056,-73.9146649040836,2023-01-06 04:00:00
126,Stop C,Stop G,40.79454189501212,-73.9880072062024,40.73583943972218,-73.97915675466803,2023-01-06 05:00:00
127,Stop D,Stop L,40.745783517999236,-73.92279380119676,40.79333657948696,-73.90516265965195,2023-01-06 06:00:00
128,Stop E,Stop I,40.7512488376059,-73.92623994551879,40.77837013517484,-73.91126028446578,2023-01-06 07:00:00
129,Stop B,Stop J,40.79085383186874,-73.91492243527674,40.70104473544879,-73.99011282270466,2023-01-06 08:00:00
130,Stop C,Stop I,40.72464023223875,-73.91107996322461,40.745029046621845,-73.90547820164728,2023-01-06 09:00:00
131,Stop D,Stop G,40.726334652082606,-73.91165745432903,40.742506968061384,-73.9758635491754,2023-01-06 10:00:00
132,Stop B,Stop K,40.79301107711321,-73.90990841013968,40.72355999301052,-73.93735433171557,2023-01-06 11:00:00
133,Stop C,Stop G,40.7373448894409,-73.90192951598398,40.72817534630608,-73.93049977996677,2023-01-06 12:00:00
134,Stop B,Stop L,40.77716321304218,-73.9667570459223,40.768284686124176,-73.96695316265456,2023-01-06 13:00:00
135,Stop E,Stop J,40.73398430399925,-73.90709886713235,40.72404485209816,-73.9938045232218,2023-01-06 14:00:00
136,Stop C,Stop J,40.72181280127532,-73.90524396885192,40.7740330549335,-73.93224627241354,2023-01-06 15:00:00
137,Stop D,Stop H,40.73088191084861,-73.93518177214706,40.74694070062562,-73.98781399098152,2023-01-06 16:00:00
138,Stop A,Stop K,40.75069657259278,-73.93354092559288,40.70796533931858,-73.99691135788191,2023-01-06 17:00:00
139,Stop D,Stop L,40.72217810504813,-73.96414414453538,40.740653320569855,-73.92529857609212,2023-01-06 18:00:00
140,Stop C,Stop I,40.7730002504701,-73.92546960742426,40.77915157401669,-73.9889176474495,2023-01-06 19:00:00
141,Stop D,Stop K,40.70749214425124,-73.93974390544648,40.71292576194016,-73.91888331354686,2023-01-06 20:00:00
142,Stop A,Stop H,40.755331524339056,-73.92136810228195,40.75026855897591,-73.90109211519179,2023-01-06 21:00:00
143,Stop A,Stop G,40.75766567251344,-73.9846486394245,40.71863186152702,-73.95963169550886,2023-01-06 22:00:00
144,Stop A,Stop L,40.73156709215134,-73.91854073415132,40.79263587489569,-73.93539775336373,2023-01-06 23:00:00
145,Stop D,Stop J,40.70444678434463,-73.9276618381492,40.75485033394777,-73.90700598483969,2023-01-07 00:00:00
146,Stop C,Stop G,40.75123100599017,-73.94540546940522,40.716526541735604,-73.90831036143936,2023-01-07 01:00:00
147,Stop D,Stop G,40.706382536595726,-73.9740283486049,40.75590480729002,-73.96871492269511,2023-01-07 02:00:00
148,Stop A,Stop H,40.78480629736676,-73.99023257950226,40.79585913345573,-73.99728406162534,2023-01-07 03:00:00
149,Stop E,Stop I,40.7949369896486,-73.95151666830934,40.782976604477454,-73.97122530746046,2023-01-07 04:00:00
150,Stop A,Stop G,40.726495812786865,-73.98553784409255,40.73401068294085,-73.98141222838645,2023-01-07 05:00:00
151,Stop F,Stop J,40.710137403983765,-73.9238226832832,40.77436046247379,-73.96441506932055,2023-01-07 06:00:00
152,Stop A,Stop J,40.72867258487898,-73.90754410668247,40.768644762414304,-73.97159041070942,2023-01-07 07:00:00
153,Stop F,Stop I,40.71966462873081,-73.91796786964753,40.77482658729496,-73.91569541838719,2023-01-07 08:00:00
154,Stop C,Stop I,40.70089039985741,-73.96695410905302,40.748348470996504,-73.9475537213108,2023-01-07 09:00:00
155,Stop D,Stop H,40.78913013995994,-73.98539956513635,40.79190177614044,-73.98706057135568,2023-01-07 10:00:00
156,Stop C,Stop K,40.77890153286535,-73.99920867467104,40.73725722714439,-73.96142297948946,2023-01-07 11:00:00
157,Stop D,Stop J,40.730287818370684,-73.93363418681632,40.796254009576074,-73.93340518797432,2023-01-07 12:00:00
158,Stop F,Stop G,40.764482695847626,-73.98123879207893,40.71224265957334,-73.91170153998488,2023-01-07 13:00:00
159,Stop A,Stop H,40.79704102962945,-73.92834456758352,40.79324851842586,-73.9538814286818,2023-01-07 14:00:00
160,Stop A,Stop I,40.778555503242856,-73.94245671855003,40.776229604675194,-73.90818534104696,2023-01-07 15:00:00
161,Stop A,Stop G,40.774897302570174,-73.95299825170537,40.79552030150979,-73.92036742160168,2023-01-07 16:00:00
162,Stop D,Stop K,40.76076241062302,-73.92324607583808,40.75536335296465,-73.9924135910961,2023-01-07 17:00:00
163,Stop A,Stop L,40.73699406954855,-73.90189337770597,40.79366830307015,-73.91871433243504,2023-01-07 18:00:00
164,Stop C,Stop I,40.758463979097364,-73.9871405855069,40.71696102091942,-73.9908489467709,2023-01-07 19:00:00
165,Stop C,Stop K,40.71572814203657,-73.9449481311927,40.70298972670641,-73.90847837942555,2023-01-07 20:00:00
166,Stop A,Stop K,40.70377640971651,-73.96867771146847,40.77006655499202,-73.92821638992241,2023-01-07 21:00:00
167,Stop E,Stop J,40.73927525391741,-73.99720446197706,40.78634911421221,-73.97670091848165,2023-01-07 22:00:00
168,Stop D,Stop L,40.71541298517195,-73.99706537330805,40.78968909369212,-73.98309886438791,2023-01-07 23:00:00
169,Stop E,Stop J,40.715274234220715,-73.94223779954102,40.70614714977782,-73.95403608341684,2023-01-08 00:00:00
170,Stop F,Stop K,40.747983018840024,-73.99170845567963,40.735323246141604,-73.93503101028938,2023-01-08 01:00:00
171,Stop A,Stop L,40.71769354852324,-73.99560717377177,40.744430466751595,-73.97964144296635,2023-01-08 02:00:00
172,Stop E,Stop J,40.719987908048864,-73.98271214662712,40.792622416448395,-73.90428891717876,2023-01-08 03:00:00
173,Stop D,Stop L,40.75751389435782,-73.9540135319836,40.7292938345168,-73.98511268554472,2023-01-08 04:00:00
174,Stop F,Stop L,40.7457062825844,-73.94992323405206,40.76883757177846,-73.91399796562435,2023-01-08 05:00:00
175,Stop D,Stop I,40.771811903980776,-73.90847334802605,40.721988916234466,-73.97385001158413,2023-01-08 06:00:00
176,Stop E,Stop K,40.74630500500438,-73.95803308157359,40.761272676988,-73.99544296066544,2023-01-08 07:00:00
177,Stop F,Stop K,40.73073065650776,-73.98922211859119,40.711312337050884,-73.93961370548412,2023-01-08 08:00:00
178,Stop B,Stop H,40.763586778589705,-73.97690840755253,40.77545466596735,-73.95645888177641,2023-01-08 09:00:00
179,Stop F,Stop H,40.748262777777065,-73.90545913137709,40.70445494296545,-73.96955406470771,2023-01-08 10:00:00
180,Stop D,Stop H,40.79775830162645,-73.9404847961813,40.79983431874043,-73.967974109399,2023-01-08 11:00:00
181,Stop A,Stop H,40.724776733185216,-73.9644657383847,40.78014050513736,-73.9321369686731,2023-01-08 12:00:00
182,Stop A,Stop G,40.76750578684976,-73.91072884820804,40.76126966530053,-73.95284653152386,2023-01-08 13:00:00
183,Stop A,Stop H,40.79873704512258,-73.96994257938618,40.776850042362895,-73.95037963468702,2023-01-08 14:00:00
184,Stop F,Stop I,40.79259933707077,-73.91189052998963,40.700302649771004,-73.99479258328196,2023-01-08 15:00:00
185,Stop F,Stop G,40.72525670520989,-73.98788662673725,40.742839511622556,-73.93003941240154,2023-01-08 16:00:00
186,Stop B,Stop I,40.7719469122464,-73.90617706427706,40.75936221483155,-73.94848080134244,2023-01-08 17:00:00
187,Stop A,Stop H,40.738653845362684,-73.9062313642564,40.79762013821333,-73.92045117185712,2023-01-08 18:00:00
188,Stop E,Stop K,40.77594900965215,-73.96547301508312,40.73658634756705,-73.94568778766666,2023-01-08 19:00:00
189,Stop B,Stop G,40.7125707291903,-73.9982451239792,40.79704910010077,-73.97411928430206,2023-01-08 20:00:00
190,Stop F,Stop K,40.797309579731795,-73.96469585657748,40.75155492675907,-73.98737896738484,2023-01-08 21:00:00
191,Stop F,Stop I,40.714949853142905,-73.98191889847654,40.70693816359451,-73.94881211711979,2023-01-08 22:00:00
192,Stop D,Stop I,40.76995359170943,-73.97339328985562,40.76165009635159,-73.90456565216114,2023-01-08 23:00:00
193,Stop B,Stop G,40.73455142068639,-73.9374317122731,40.78220834171522,-73.98181637767401,2023-01-09 00:00:00
194,Stop A,Stop L,40.71869371996956,-73.95569018143551,40.788713449963474,-73.94013189492247,2023-01-09 01:00:00
195,Stop A,Stop I,40.73908543698039,-73.92636873078807,40.752883546833864,-73.94237682167078,2023-01-09 02:00:00
196,Stop E,Stop L,40.797135979629765,-73.93629629615313,40.74448164377973,-73.97234926537419,2023-01-09 03:00:00
197,Stop D,Stop G,40.71147673626782,-73.96994427944702,40.76380919136819,-73.92022081808328,2023-01-09 04:00:00
198,Stop D,Stop I,40.703309370426894,-73.9676123461468,40.706240910467926,-73.93029439938064,2023-01-09 05:00:00
199,Stop B,Stop K,40.77961171086952,-73.92018535933487,40.7941729413075,-73.94890216773695,2023-01-09 06:00:00
200,Stop F,Stop J,40.78199957086181,-73.94678369517777,40.72399083730745,-73.937639806417,2023-01-09 07:00:00
201,Stop F,Stop H,40.74857948764314,-73.98726194072006,40.7627373579788,-73.93532052398096,2023-01-09 08:00:00
202,Stop A,Stop H,40.796093203906345,-73.94132768829681,40.760354457044734,-73.90401672210758,2023-01-09 09:00:00
203,Stop A,Stop J,40.7627716922745,-73.98620210612589,40.77216945036435,-73.97973071056535,2023-01-09 10:00:00
204,Stop B,Stop J,40.759099780324675,-73.9131291834888,40.78535318592447,-73.94506417656157,2023-01-09 11:00:00
205,Stop C,Stop G,40.783294341416116,-73.98707298050687,40.725268550226254,-73.91570074659967,2023-01-09 12:00:00
206,Stop A,Stop I,40.700111618468114,-73.93305918801087,40.72069238137792,-73.98805268256312,2023-01-09 13:00:00
207,Stop D,Stop K,40.71966998458884,-73.91031896283359,40.77462314269276,-73.90098319833413,2023-01-09 14:00:00
208,Stop F,Stop H,40.72871415742491,-73.9901876474549,40.71864886985456,-73.92403872224578,2023-01-09 15:00:00
209,Stop B,Stop J,40.74467367514213,-73.94697678200849,40.79560428100523,-73.97514700229954,2023-01-09 16:00:00
210,Stop B,Stop L,40.71237956905161,-73.90419091263149,40.71972559945949,-73.90252253739922,2023-01-09 17:00:00
211,Stop E,Stop L,40.78597245512848,-73.9722057221188,40.75264695786908,-73.97715037236811,2023-01-09 18:00:00
212,Stop A,Stop J,40.77156222064022,-73.97189320600523,40.76562720579368,-73.91370294493343,2023-01-09 19:00:00
213,Stop F,Stop J,40.77709966889098,-73.95299475998368,40.71706720674031,-73.97534423106,2023-01-09 20:00:00
214,Stop A,Stop I,40.70911204334791,-73.90522967062748,40.73859427997317,-73.91814955045753,2023-01-09 21:00:00
215,Stop D,Stop L,40.75014622341216,-73.91989863078416,40.77790762536702,-73.96732876217723,2023-01-09 22:00:00
216,Stop C,Stop K,40.711972544916385,-73.97288143674908,40.730015537974026,-73.9003801251463,2023-01-09 23:00:00
217,Stop D,Stop J,40.72740405716617,-73.9768414643651,40.73441981268071,-73.91850379883446,2023-01-10 00:00:00
218,Stop C,Stop K,40.79205475833293,-73.98013832499156,40.72041212494347,-73.97453365576912,2023-01-10 01:00:00
219,Stop E,Stop H,40.77726277154556,-73.95702745003821,40.775854911252,-73.92388404995565,2023-01-10 02:00:00
220,Stop D,Stop G,40.777205682120005,-73.91920943218952,40.72394791947511,-73.94262715778916,2023-01-10 03:00:00
221,Stop F,Stop G,40.77530862608787,-73.98476977940314,40.72708401836811,-73.97675297084788,2023-01-10 04:00:00
222,Stop F,Stop H,40.74046433203302,-73.93829403207361,40.74908796486111,-73.98841205522282,2023-01-10 05:00:00
223,Stop D,Stop G,40.70869553460373,-73.95277096137104,40.71917907155068,-73.95559325705679,2023-01-10 06:00:00
224,Stop A,Stop J,40.79308770364184,-73.93536791901128,40.7229624853972,-73.98331886350375,2023-01-10 07:00:00
225,Stop D,Stop L,40.769439388866594,-73.95965148018226,40.79262283358905,-73.91578388207846,2023-01-10 08:00:00
226,Stop A,Stop I,40.77782417274339,-73.9240177788812,40.78020812870899,-73.9678068039994,2023-01-10 09:00:00
227,Stop E,Stop G,40.77916145378169,-73.96789924726382,40.72686117398114,-73.98415491274005,2023-01-10 10:00:00
228,Stop C,Stop H,40.78233407492798,-73.92778326067041,40.76991091802786,-73.92785519096665,2023-01-10 11:00:00
229,Stop D,Stop I,40.738234180142356,-73.90403416196624,40.73642537079771,-73.97570279450173,2023-01-10 12:00:00
230,Stop F,Stop H,40.793478119969265,-73.94207582486128,40.742502562126305,-73.93148904865564,2023-01-10 13:00:00
231,Stop F,Stop J,40.74695881404797,-73.93654393321248,40.77058593983012,-73.9600597166888,2023-01-10 14:00:00
232,Stop E,Stop H,40.72159595601144,-73.94751988002415,40.78054577085938,-73.96109086828541,2023-01-10 15:00:00
233,Stop A,Stop L,40.751462488399284,-73.95140496230249,40.72635529455768,-73.98961254915626,2023-01-10 16:00:00
234,Stop C,Stop J,40.76439969400945,-73.98314531804765,40.71737525773916,-73.99986799065444,2023-01-10 17:00:00
235,Stop D,Stop G,40.73194196685701,-73.93124510424366,40.74398990481684,-73.90536838811833,2023-01-10 18:00:00
